release_date,movie,production_budget,domestic_gross,worldwide_gross
2017/10/11,Happy Death Day,"$5,000,000","$55,683,845","$125,010,260"
2012/10/17,Paranormal Activity 4,"$5,000,000","$53,900,335","$142,817,992"
2014/10/24,Ouija,"$5,000,000","$50,856,010","$103,300,632"
2019/05/29,MA,"$5,000,000","$45,896,028","$61,220,784"
1987/02/27,A Nightmare On Elm Street 3: Dream Warriors,"$5,000,000","$44,793,222","$44,793,222"
2013/08/30,No se Aceptan Devoluciones,"$5,000,000","$44,467,206","$100,486,616"
2015/08/06,The Gift,"$5,000,000","$43,787,265","$58,978,477"
2017/06/23,The Big Sick,"$5,000,000","$42,872,467","$56,868,677"
1975/05/16,The Return of the Pink Panther,"$5,000,000","$41,833,347","$41,833,347"
1953/09/16,The Robe,"$5,000,000","$36,000,000","$36,010,330"
1991/09/13,Freddyâs Dead: The Final Nightmare,"$5,000,000","$34,872,033","$34,872,033"
2019/08/22,Overcomer,"$5,000,000","$34,700,142","$38,102,988"
2003/12/24,Monster,"$5,000,000","$34,469,210","$64,200,321"
2014/01/03,Paranormal Activity: The Marked Ones,"$5,000,000","$32,462,372","$90,904,854"
1954/12/23,"20,000 Leagues Under the Sea","$5,000,000","$28,200,000","$28,200,000"
2014/04/11,Oculus,"$5,000,000","$27,695,246","$44,115,496"
2013/11/01,Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845"
2015/08/26,No Escape,"$5,000,000","$27,288,872","$42,844,516"
1980/10/03,The Elephant Man,"$5,000,000","$26,010,864","$26,024,619"
2015/02/26,The Lazarus Effect,"$5,000,000","$25,801,570","$38,359,310"
2001/03/16,Memento,"$5,000,000","$25,544,867","$39,719,431"
2011/08/26,Our Idiot Brother,"$5,000,000","$24,814,830","$25,861,249"
2018/03/09,The Strangers: Prey at Night,"$5,000,000","$24,431,472","$32,144,262"
2006/07/21,Clerks II,"$5,000,000","$24,148,068","$27,342,246"
1998/04/08,The Players Club,"$5,000,000","$23,047,939","$23,047,939"
2000/10/13,Billy Elliot,"$5,000,000","$21,995,263","$109,252,972"
2013/07/05,The Way Way Back,"$5,000,000","$21,502,690","$26,853,810"
2014/08/29,"As Above, So Below","$5,000,000","$21,222,315","$41,824,066"
2016/04/01,Godâs Not Dead 2,"$5,000,000","$20,773,069","$23,551,286"
1997/12/17,The Apostle,"$5,000,000","$20,733,485","$21,277,770"
1982/11/03,The Man From Snowy River,"$5,000,000","$20,659,423","$20,659,423"
1991/10/23,House Party 2,"$5,000,000","$19,438,638","$19,438,638"
1999/03/26,Doug's 1st Movie,"$5,000,000","$19,421,271","$19,421,271"
2016/02/19,Race,"$5,000,000","$19,115,191","$23,745,772"
1981/09/18,Mommie Dearest,"$5,000,000","$19,032,000","$25,032,000"
2015/01/16,Still Alice,"$5,000,000","$18,656,400","$41,598,366"
1988/10/01,Halloween 4: The Return of Michael Myers,"$5,000,000","$17,768,757","$17,768,757"
2011/09/02,Apollo 18,"$5,000,000","$17,686,929","$26,517,819"
2018/03/22,"Paul, Apostle of Christ","$5,000,000","$17,547,999","$26,078,500"
2014/10/10,Addicted,"$5,000,000","$17,390,770","$17,499,242"
2001/08/31,O (Othello),"$5,000,000","$16,017,403","$16,017,403"
2020/01/30,Gretel & Hansel,"$5,000,000","$15,347,654","$22,059,211"
1995/09/29,Halloween: The Curse of Michael Myers,"$5,000,000","$15,126,948","$15,126,948"
1954/08/24,The Egyptian,"$5,000,000","$15,000,000","$15,000,000"
1997/11/07,Eve's Bayou,"$5,000,000","$14,843,425","$14,843,425"
1981/04/10,Nighthawks,"$5,000,000","$14,600,000","$19,600,000"
1989/07/28,Friday the 13th Part VIII: Jason Takes Manhattan,"$5,000,000","$14,343,976","$14,343,976"
2013/03/06,Spring Breakers,"$5,000,000","$14,124,286","$31,149,251"
2017/06/09,It Comes at Night,"$5,000,000","$13,985,117","$19,720,203"
2002/03/15,Y Tu MamÃ¡ TambiÃ©n,"$5,000,000","$13,649,881","$33,649,881"
2004/09/24,Shaun of the Dead,"$5,000,000","$13,542,874","$29,832,586"
2008/10/31,The Haunting of Molly Hartley,"$5,000,000","$13,442,412","$15,318,257"
2016/07/15,Hillaryâs America: The Secret History of the De…,"$5,000,000","$13,099,931","$13,099,931"
1996/06/21,Lone Star,"$5,000,000","$12,961,389","$12,961,389"
1986/03/27,April Fool's Day,"$5,000,000","$12,947,763","$12,947,763"
1982/04/02,Diner,"$5,000,000","$12,592,907","$12,592,907"
2017/03/03,Before I Fall,"$5,000,000","$12,241,072","$18,945,682"
1983/04/15,Lone Wolf McQuade,"$5,000,000","$12,232,628","$12,232,628"
2009/03/13,Sunshine Cleaning,"$5,000,000","$12,062,558","$17,329,337"
2016/01/28,Fifty Shades of Black,"$5,000,000","$11,686,940","$22,113,075"
1957/12/14,A Farewell To Arms,"$5,000,000","$11,000,000","$11,017,403"
1959/01/01,Solomon and Sheba,"$5,000,000","$11,000,000","$11,016,959"
1982/08/20,The Beastmaster,"$5,000,000","$10,751,126","$10,751,126"
2009/01/09,Not Easily Broken,"$5,000,000","$10,572,742","$10,732,909"
2019/12/13,Black Christmas,"$5,000,000","$10,429,730","$18,528,789"
2014/05/09,Momsâ Night Out,"$5,000,000","$10,429,707","$10,537,341"
2011/03/18,Win Win,"$5,000,000","$10,179,275","$11,869,063"
2017/03/17,The Belko Experiment,"$5,000,000","$10,166,820","$11,792,942"
2016/03/11,The Perfect Match,"$5,000,000","$9,669,521","$10,182,050"
2000/10/06,Digimon: The Movie,"$5,000,000","$9,628,751","$16,628,751"
2004/05/28,Saved!,"$5,000,000","$8,886,160","$10,206,551"
2003/05/09,Les invasions barbares,"$5,000,000","$8,460,000","$25,913,869"
1976/03/11,Robin and Marian,"$5,000,000","$8,000,000","$8,000,000"
1978/12/22,Force 10 from Navarone,"$5,000,000","$7,100,000","$7,100,000"
2001/04/27,The Forsaken,"$5,000,000","$6,755,271","$6,755,271"
2019/10/11,Jexi,"$5,000,000","$6,546,159","$10,601,127"
2018/09/21,Fahrenheit 11/9,"$5,000,000","$6,352,306","$6,653,715"
1989/07/21,UHF,"$5,000,000","$6,157,157","$6,157,157"
2010/05/28,Sea Rex 3D: Journey to a Prehistoric World,"$5,000,000","$6,096,582","$16,515,203"
2006/01/06,Grandmaâs Boy,"$5,000,000","$6,090,172","$6,590,172"
2016/07/08,Captain Fantastic,"$5,000,000","$5,879,835","$21,340,234"
1998/08/14,Slums of Beverly Hills,"$5,000,000","$5,502,773","$5,502,773"
1969/05/28,Once Upon a Time in the West,"$5,000,000","$5,321,508","$5,380,513"
2001/07/13,Made,"$5,000,000","$5,308,707","$5,476,060"
2019/08/30,Donât Let Go,"$5,000,000","$5,215,062","$5,288,136"
2004/11/19,La mala educaciÃ³n,"$5,000,000","$5,211,842","$40,311,842"
2009/06/12,Moon,"$5,000,000","$5,010,163","$10,676,073"
2021/06/30,Zola,"$5,000,000","$4,844,399","$4,998,994"
2015/09/11,90 Minutes in Heaven,"$5,000,000","$4,816,142","$4,816,142"
2016/12/02,Incarnate,"$5,000,000","$4,799,774","$9,371,036"
1983/09/23,Eddie and the Cruisers,"$5,000,000","$4,685,097","$4,685,097"
2006/05/12,Keeping Up with the Steins,"$5,000,000","$4,339,241","$4,414,753"
1997/10/10,The Sweet Hereafter,"$5,000,000","$4,306,697","$7,951,247"
2008/08/06,Bottle Shock,"$5,000,000","$4,078,607","$4,815,890"
2014/09/10,My Old Lady,"$5,000,000","$4,011,530","$15,220,308"
2011/02/25,Des Hommes et Des Dieux,"$5,000,000","$3,954,651","$46,263,525"
1982/08/27,Jekyll and Hyde... Together Again,"$5,000,000","$3,707,583","$3,707,583"
2017/03/03,Table 19,"$5,000,000","$3,614,896","$4,620,399"
2019/03/21,The Beach Bum,"$5,000,000","$3,502,600","$4,267,808"
2016/04/15,Green Room,"$5,000,000","$3,220,371","$3,807,503"
2018/03/09,Thoroughbreds,"$5,000,000","$3,072,605","$3,474,221"
1994/11/16,Heavenly Creatures,"$5,000,000","$3,046,086","$5,438,120"
2016/02/24,The Other Side of the Door,"$5,000,000","$3,000,342","$12,905,107"
2011/05/13,Everything Must Go,"$5,000,000","$2,712,131","$2,821,010"
2014/10/10,Kill the Messenger,"$5,000,000","$2,450,846","$6,656,705"
2010/12/17,Rabbit Hole,"$5,000,000","$2,229,058","$6,205,034"
2015/10/22,Jem and the Holograms,"$5,000,000","$2,184,640","$2,368,937"
2021/01/29,Nomadland,"$5,000,000","$2,180,000","$38,998,715"
2016/11/25,Paterson,"$5,000,000","$2,141,423","$10,727,536"
1998/01/30,Zero Effect,"$5,000,000","$2,080,693","$2,080,693"
1992/04/24,A Midnight Clear,"$5,000,000","$1,526,697","$1,526,697"
2004/10/22,The Machinist,"$5,000,000","$1,082,044","$8,655,397"
1992/09/21,Light Sleeper,"$5,000,000","$1,050,861","$1,050,861"
2008/07/25,American Teen,"$5,000,000","$942,441","$989,319"
2014/09/12,Atlas Shrugged: Who Is John Galt?,"$5,000,000","$851,690","$851,690"
2003/08/29,Party Monster,"$5,000,000","$742,898","$894,030"
1989/08/18,Eddie and the Cruisers II,"$5,000,000","$540,000","$540,000"
2006/07/14,The Oh in Ohio,"$5,000,000","$418,689","$648,183"
1996/02/21,Bottle Rocket,"$5,000,000","$407,488","$407,488"
2013/08/16,Ain't Them Bodies Saints,"$5,000,000","$391,611","$1,075,009"
1997/01/17,Albino Alligator,"$5,000,000","$353,480","$353,480"
2014/09/26,Jimi: All is By My Side,"$5,000,000","$340,911","$927,074"
2002/09/27,Skins,"$5,000,000","$249,204","$249,204"
2007/08/03,"Gandhi, My Father","$5,000,000","$240,425","$2,015,004"
2008/04/25,Standard Operating Procedure,"$5,000,000","$228,830","$332,120"
2011/09/30,Tucker & Dale vs. Evil,"$5,000,000","$223,838","$5,476,793"
1998/03/27,No Looking Back,"$5,000,000","$143,273","$143,273"
2015/08/07,Cop Car,"$5,000,000","$134,552","$143,658"
2010/09/10,"Lovely, Still","$5,000,000","$127,564","$282,687"
2003/06/13,Tycoon,"$5,000,000","$121,016","$121,016"
1999/06/04,Desert Blue,"$5,000,000","$99,147","$99,147"
2004/02/27,Decoys,"$5,000,000","$84,733","$96,760"
2008/05/30,Stuck,"$5,000,000","$67,505","$67,505"
2007/11/16,Redacted,"$5,000,000","$65,388","$861,325"
2014/10/17,Rudderless,"$5,000,000","$56,001","$584,499"
2005/01/28,Fascination,"$5,000,000","$16,670","$83,356"
2009/08/14,Grace,"$5,000,000","$8,297","$8,297"
2015/05/15,Area 51,"$5,000,000","$7,556","$7,556"
2014/10/24,Revenge of the Green Dragons,"$5,000,000","$2,500","$213,164"
2012/05/17,Mientras duermes,"$5,000,000",$0,"$9,109,597"
2009/07/07,Flying By,"$5,000,000",$0,"$4,568,257"
Unknown,The Cottage,"$5,000,000",$0,"$1,504,960"
2020/07/10,Palm Springs,"$5,000,000",$0,"$1,030,842"
2014/12/05,Dying of the Light,"$5,000,000",$0,"$74,639"
2016/07/29,Yoga Hosers,"$5,000,000",$0,"$38,767"
2019/12/06,Grand Isle,"$5,000,000",$0,"$5,444"
1977/12/10,Capricorn One,"$5,000,000",$0,$401
2009/02/17,Dead Like Me: Life After Death,"$5,000,000",$0,$0
2007/01/30,Farce of the Penguins,"$5,000,000",$0,$0
Unknown,Psych 9,"$5,000,000",$0,$0
2017/10/20,Wheelman,"$5,000,000",$0,$0
2014/11/21,Reach Me,"$5,000,000",$0,$0
2014/08/18,Henry & Me,"$5,000,000",$0,$0
2015/01/27,Born of War,"$5,000,000",$0,$0
2015/01/09,Let's Kill Ward's Wife,"$5,000,000",$0,$0
Unknown,We Have Your Husband,"$5,000,000",$0,$0
Unknown,Should've Been Romeo,"$5,000,000",$0,$0
Unknown,Aztec Warrior,"$5,000,000",$0,$0
2015/09/25,Navy SEAL vs. Zombies,"$5,000,000",$0,$0
2016/03/15,The Hatching,"$5,000,000",$0,$0
2015/10/27,Running Forever,"$5,000,000",$0,$0
2019/07/18,7500,"$5,000,000",$0,$0
Unknown,Occupied City,"$5,000,000",$0,$0
2018/02/23,Every Day,"$4,900,000","$6,112,914","$12,826,031"
2014/11/13,Mommy,"$4,900,000","$3,498,695","$17,536,004"
2008/08/29,Obsluhoval jsem anglickÃ©ho krÃ¡le,"$4,900,000","$617,228","$7,174,984"
2010/04/02,Soul Kitchen,"$4,900,000","$276,901","$23,347,461"
2012/08/17,The Awakening,"$4,900,000","$95,933","$6,924,321"
2008/01/18,All Hat,"$4,900,000","$15,198","$15,198"
1996/11/20,Sling Blade,"$4,833,610","$24,475,416","$34,175,000"
2006/01/06,Hostel,"$4,800,000","$47,326,473","$82,241,110"
2018/06/08,Zimna wojna,"$4,800,000","$4,580,048","$19,376,131"
2013/07/19,Only God Forgives,"$4,800,000","$775,849","$4,494,560"
2011/09/30,Take Shelter,"$4,750,000","$1,728,953","$4,972,016"
2006/01/27,Tristram Shandy: A Cock and Bull Story,"$4,750,000","$1,253,413","$3,061,763"
1986/08/22,The Texas Chainsaw Massacre 2,"$4,700,000","$8,025,872","$8,025,872"
1988/04/22,Lady in White,"$4,700,000","$1,705,139","$1,705,139"
2006/10/13,Driving Lessons,"$4,700,000","$239,962","$239,962"
Unknown,Without Men,"$4,700,000",$0,$0
2015/03/10,Treading Water,"$4,700,000",$0,$0
1973/05/23,Pat Garrett and Billy the Kid,"$4,638,783","$8,000,000","$11,000,000"
2004/07/16,Camping Sauvage,"$4,600,000","$3,479,302","$3,479,302"
2012/09/14,Barfi,"$4,600,000","$2,804,874","$36,751,984"
2005/03/04,Dear Frankie,"$4,600,000","$1,340,891","$3,099,369"
2004/12/29,The Assassination of Richard Nixon,"$4,600,000","$708,776","$4,880,143"
2011/06/24,Le nom des gens,"$4,600,000","$514,237","$9,261,711"
2008/05/28,Savage Grace,"$4,600,000","$434,417","$968,805"
2007/10/19,Out of the Blue,"$4,600,000",$728,"$731,767"
1984/03/23,Police Academy,"$4,500,000","$81,198,894","$81,198,894"
1994/03/09,Four Weddings and a Funeral,"$4,500,000","$52,700,832","$242,895,809"
1980/06/20,The Blue Lagoon,"$4,500,000","$47,923,795","$47,923,795"
1982/08/13,Fast Times at Ridgemont High,"$4,500,000","$27,092,880","$27,093,116"
1996/05/24,Secrets & Lies,"$4,500,000","$13,417,292","$16,090,874"
2002/12/19,25th Hour,"$4,500,000","$13,084,595","$25,344,490"
1985/09/13,After Hours,"$4,500,000","$10,609,321","$10,609,321"
1956/06/27,Moby Dick,"$4,500,000","$10,400,000","$10,412,401"
2015/10/15,The Lobster,"$4,500,000","$9,196,278","$18,019,834"
1996/10/04,Bound,"$4,500,000","$3,802,260","$7,011,317"
2000/10/06,Requiem for a Dream,"$4,500,000","$3,635,482","$7,389,233"
1962/03/09,State Fair,"$4,500,000","$3,500,000","$3,500,000"
2008/10/24,LÃ¥t den rÃ¤tte komma in,"$4,500,000","$2,122,085","$12,247,682"
1999/02/12,Tango,"$4,500,000","$1,687,311","$5,428,387"
1986/04/23,Salvador,"$4,500,000","$1,500,000","$1,500,000"
2001/10/26,Donnie Darko,"$4,500,000","$1,480,006","$7,510,877"
2011/09/02,Salvando al Soldado Perez,"$4,500,000","$1,400,726","$9,330,465"
1998/03/27,Karakter,"$4,500,000","$713,413","$713,413"
2011/07/08,Nannerl la soeur de Mozart,"$4,500,000","$707,885","$2,404,639"
2003/03/14,Spun,"$4,500,000","$410,241","$1,022,649"
2010/07/23,Life During Wartime,"$4,500,000","$281,447","$281,447"
2006/05/04,Chinjeolhan geumjassi,"$4,500,000","$211,667","$23,471,871"
2011/10/07,Blackthorn,"$4,500,000","$200,558","$1,217,307"
2015/05/08,Maggie,"$4,500,000","$187,112","$1,027,760"
2003/04/18,Lilja 4-ever,"$4,500,000","$181,655","$4,548,505"
2010/04/09,After.Life,"$4,500,000","$108,596","$2,481,925"
2002/02/22,Mean Machine,"$4,500,000","$92,723","$92,723"
2007/08/31,Fong juk,"$4,500,000","$51,957","$51,957"
2010/07/23,Spoken Word,"$4,500,000","$32,961","$32,961"
2012/09/12,The Sweeney,"$4,500,000","$26,345","$8,000,366"
2014/09/04,Falcon Rising,"$4,500,000","$11,774","$11,774"
2020/09/01,Blood Quantum,"$4,500,000",$0,"$10,926"
2013/06/25,Hansel & Gretel Get Baked,"$4,500,000",$0,$0
2017/01/03,Fugly!,"$4,500,000",$0,$0
2015/08/28,Zipper,"$4,500,000",$0,$0
2015/11/03,The Final Girls,"$4,500,000",$0,$0
2017/12/01,Daisy Winters,"$4,500,000",$0,$0
1975/11/19,One Flew Over the Cuckoo's Nest,"$4,400,000","$108,981,275","$163,274,115"
1976/06/25,Silent Movie,"$4,400,000","$36,145,695","$36,145,695"
2016/01/21,Airlift (2016),"$4,400,000",$0,"$9,969,237"
2015/09/29,R.L. Stineâs Monsterville: The Cabinet of Souls,"$4,400,000",$0,$0
2014/06/06,Anna,"$4,357,373",$0,"$1,200,000"
2003/06/06,Whale Rider,"$4,300,000","$20,779,666","$39,374,600"
2001/06/13,Sexy Beast,"$4,300,000","$6,946,056","$10,158,355"
2009/12/04,Paa,"$4,300,000","$199,228","$9,791,282"
2012/07/11,Snabba Cash,"$4,300,000","$188,870","$10,212,403"
1990/10/19,Night of the Living Dead,"$4,200,000","$5,835,247","$5,835,247"
2006/02/17,Nochnoy dozor,"$4,200,000","$1,502,188","$33,913,542"
2010/08/13,Animal Kingdom,"$4,200,000","$1,044,039","$8,078,683"
2010/05/28,George A. Romero's Survival of the Dead,"$4,200,000","$101,740","$101,740"
2011/10/21,Cargo,"$4,200,000",$0,"$313,230"
2006/05/23,High School Musical,"$4,200,000",$0,"$5,940"
1998/03/06,Love and Death on Long Island,"$4,030,000","$2,542,264","$2,542,264"
1982/03/19,Porky's,"$4,000,000","$109,492,484","$109,492,484"
1953/02/05,Peter Pan,"$4,000,000","$87,400,000","$87,400,000"
1992/11/25,The Crying Game,"$4,000,000","$62,546,695","$62,546,695"
2003/09/12,Lost in Translation,"$4,000,000","$44,585,453","$117,085,297"
1977/04/20,Annie Hall,"$4,000,000","$38,251,425","$38,251,425"
2015/01/22,The Boy Next Door,"$4,000,000","$36,006,065","$53,401,938"
1952/01/10,The Greatest Show on Earth,"$4,000,000","$36,000,000","$36,000,000"
1995/10/27,Leaving Las Vegas,"$4,000,000","$31,983,777","$49,800,000"
2001/12/26,Monster's Ball,"$4,000,000","$31,273,922","$43,766,463"
2014/06/05,Boyhood,"$4,000,000","$25,379,975","$57,273,049"
1960/12/15,Exodus,"$4,000,000","$21,750,000","$21,750,000"
2010/07/09,The Kids Are All Right,"$4,000,000","$20,811,365","$36,275,469"
1979/08/17,Life of Brian,"$4,000,000","$20,182,359","$20,522,496"
2014/04/18,A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861"
2019/06/07,Late Night,"$4,000,000","$15,500,045","$22,373,378"
2013/03/01,The Last Exorcism Part II,"$4,000,000","$15,179,303","$25,448,707"
1974/12/17,The Front Page,"$4,000,000","$15,000,000","$15,000,000"
1956/05/30,Trapeze,"$4,000,000","$14,400,000","$14,400,000"
1985/08/16,The Return of the Living Dead,"$4,000,000","$14,237,880","$14,237,880"
1988/11/04,They Live,"$4,000,000","$13,000,000","$13,000,774"
2000/08/04,Saving Grace,"$4,000,000","$12,178,602","$27,786,849"
1963/08/08,The Great Escape,"$4,000,000","$11,744,471","$11,972,798"
2004/02/06,What the #$'! Do We Know,"$4,000,000","$10,941,801","$11,704,768"
2019/10/18,The Lighthouse,"$4,000,000","$10,867,104","$18,315,873"
2005/03/18,The Darkness,"$4,000,000","$10,753,574","$10,904,495"
2006/07/28,Scoop,"$4,000,000","$10,525,717","$40,103,262"
2001/11/14,The Wash,"$4,000,000","$10,097,096","$10,097,096"
2000/03/01,3 Strikes,"$4,000,000","$9,821,335","$9,821,335"
2008/04/11,The Visitor,"$4,000,000","$9,427,026","$19,174,817"
2018/04/20,Traffik,"$4,000,000","$9,186,156","$9,561,231"
2003/11/26,The Cooler,"$4,000,000","$8,291,572","$11,131,455"
1961/02/01,The Misfits,"$4,000,000","$8,200,000","$8,200,000"
2006/08/04,The Night Listener,"$4,000,000","$7,836,393","$10,770,993"
1995/02/03,The Jerky Boys,"$4,000,000","$7,555,256","$7,555,256"
2007/12/28,El orfanato,"$4,000,000","$7,159,147","$79,250,193"
2007/05/25,Bug,"$4,000,000","$7,006,708","$8,302,995"
2002/10/11,The Rules of Attraction,"$4,000,000","$6,525,762","$11,799,060"
1969/12/19,Topaz,"$4,000,000","$6,000,000","$6,000,000"
2006/11/17,Let's Go to Prison,"$4,000,000","$4,630,045","$4,630,045"
1995/12/25,Four Rooms,"$4,000,000","$4,301,000","$4,301,000"
2002/09/20,Secretary,"$4,000,000","$4,046,737","$9,412,015"
2003/04/25,The Real Cancun,"$4,000,000","$3,816,594","$4,188,034"
1988/12/01,Talk Radio,"$4,000,000","$3,468,572","$3,468,572"
1997/01/31,Waiting for Guffman,"$4,000,000","$2,922,988","$2,922,988"
1999/09/10,Love Stinks,"$4,000,000","$2,793,776","$2,793,776"
2012/08/23,Samsara,"$4,000,000","$2,672,413","$5,966,671"
2007/06/22,You Kill Me,"$4,000,000","$2,426,851","$3,858,964"
2018/10/19,CafarnaÃºm,"$4,000,000","$1,660,708","$65,233,793"
2011/06/17,The Art of Getting By,"$4,000,000","$1,430,241","$1,989,035"
2005/09/16,Thumbsucker,"$4,000,000","$1,328,679","$1,919,197"
2011/09/23,Red State,"$4,000,000","$1,065,429","$1,983,596"
2005/09/30,MirrorMask,"$4,000,000","$864,959","$973,613"
1987/03/31,The Barbarians,"$4,000,000","$800,000","$800,000"
2012/07/11,Holy Motors,"$4,000,000","$641,054","$4,230,426"
2014/06/13,The Signal,"$4,000,000","$600,896","$2,665,322"
2003/02/28,Poolhall Junkies,"$4,000,000","$563,711","$563,711"
1999/05/28,The Loss of Sexual Innocence,"$4,000,000","$399,793","$399,793"
2013/10/25,The Face of Love,"$4,000,000","$385,069","$1,158,877"
2014/04/11,Joe,"$4,000,000","$373,375","$373,375"
1988/03/04,Prison,"$4,000,000","$354,704","$354,704"
1998/05/01,Shooting Fish,"$4,000,000","$302,204","$302,204"
2009/05/08,Adoration,"$4,000,000","$294,244","$384,244"
2000/08/04,Psycho Beach Party,"$4,000,000","$267,972","$267,972"
2000/01/28,The Big Tease,"$4,000,000","$185,577","$185,577"
2016/11/18,Polina danser sa vie,"$4,000,000","$165,203","$953,314"
2014/07/03,Desert Dancer,"$4,000,000","$155,271","$596,335"
2014/08/21,"Guten Tag, Ramon","$4,000,000","$154,356","$4,854,356"
2003/07/25,Mondays in the Sun,"$4,000,000","$146,402","$146,402"
2015/06/05,Manglehorn,"$4,000,000","$132,270","$797,439"
2010/04/02,Tau ming chong,"$4,000,000","$129,078","$38,899,792"
2011/04/01,Trust,"$4,000,000","$120,016","$120,016"
2017/10/13,Sweet Country,"$4,000,000","$85,556","$2,291,545"
2000/12/22,An Everlasting Piece,"$4,000,000","$75,078","$75,078"
1999/03/26,Among Giants,"$4,000,000","$64,359","$64,359"
1999/07/16,The Velocity of Gary,"$4,000,000","$34,145","$34,145"
2011/04/22,Stake Land,"$4,000,000","$33,245","$679,482"
2014/05/15,Praia do Futuro,"$4,000,000","$20,620","$760,678"
2002/12/27,Sonny,"$4,000,000","$17,639","$17,639"
1997/06/20,The Last Time I Committed Suicide,"$4,000,000","$12,836","$12,836"
2014/04/18,13 Sins,"$4,000,000","$9,134","$47,552"
2011/11/18,Another Happy Day,"$4,000,000","$9,120","$978,527"
2013/02/22,Inescapable,"$4,000,000","$4,327","$4,327"
2017/12/01,Perfectos Desconocidos,"$4,000,000",$0,"$31,166,312"
2013/11/07,Geograf globus propil,"$4,000,000",$0,"$4,454,853"
2018/08/01,Down a Dark Hall,"$4,000,000",$0,"$2,842,176"
2020/01/03,Patients of a Saint,"$4,000,000",$0,"$593,148"
2011/11/11,A Lonely Place to Die,"$4,000,000",$0,"$442,550"
2017/10/06,Brawl in Cell Block 99,"$4,000,000",$0,"$79,208"
Unknown,Nothing,"$4,000,000",$0,"$63,180"
2012/06/01,The Loved Ones,"$4,000,000",$0,"$12,302"
1972/11/09,1776,"$4,000,000",$0,$0
1930/11/15,Hell's Angels,"$4,000,000",$0,$0
2008/08/26,Purple Violets,"$4,000,000",$0,$0
2012/11/09,Replicas,"$4,000,000",$0,$0
Unknown,The Helpers,"$4,000,000",$0,$0
2016/01/19,The Veil,"$4,000,000",$0,$0
2014/07/11,The Perfect Wave,"$4,000,000",$0,$0
Unknown,How to Fall in Love,"$4,000,000",$0,$0
2015/09/08,Chain of Command,"$4,000,000",$0,$0
1980/02/29,The Ninth Configuration,"$4,000,000",$0,$0
1939/12/15,Gone with the Wind,"$3,900,000","$198,680,470","$390,525,192"
1966/12/12,A Man for All Seasons,"$3,900,000","$28,350,000","$28,350,000"
1925/12/30,Ben-Hur: A Tale of the Christ,"$3,900,000","$9,000,000","$9,000,000"
Unknown,Mugge & vejfesten,"$3,851,257",$0,$0
1976/01/01,Network,"$3,800,000","$23,689,877","$23,689,877"
2011/01/14,Down for Life,"$3,800,000","$41,914","$41,914"
2010/04/30,The Good Heart,"$3,800,000","$20,930","$749,686"
1965/04/07,Major Dundee,"$3,800,000","$14,873","$14,873"
2018/10/05,Hevi reissu,"$3,800,000","$10,153","$21,976"
1974/10/02,The Taking of Pelham One Two Three,"$3,800,000",$0,$0
1950/05/17,Annie Get Your Gun,"$3,768,785","$8,000,000","$8,000,000"
2013/06/21,Lâattentat,"$3,750,000","$1,625,707","$3,237,975"
2006/08/11,Casa de Areia,"$3,750,000","$539,285","$1,178,175"
2010/11/05,Four Lions,"$3,750,000","$310,007","$8,607,693"
2015/05/15,Slow West,"$3,750,000","$229,094","$2,089,072"
2010/02/19,Defendor,"$3,750,000","$44,462","$44,462"
2016/11/11,Kono sekai no katasumi ni,"$3,750,000",$0,"$19,794,935"
1970/05/13,The Ballad of Cable Hogue,"$3,716,946","$3,500,000","$5,000,000"
1948/05/20,The Pirate,"$3,700,000","$2,956,000","$2,956,000"
2006/11/21,The History Boys,"$3,700,000","$2,730,296","$13,447,998"
2006/11/03,Unknown,"$3,700,000","$26,403","$3,355,048"
1969/05/25,Midnight Cowboy,"$3,600,000","$44,785,053","$44,796,329"
2008/10/10,Billy: The Early Years of Billy Graham,"$3,600,000","$320,896","$320,896"
2019/11/08,Crown Vic,"$3,600,000","$3,868","$3,868"
2018/06/15,UtÃ¸ya 22. juli,"$3,600,000",$0,"$222,540"
1980/07/04,Airplane!,"$3,500,000","$83,453,539","$83,453,539"
1970/01/01,M*A*S*H,"$3,500,000","$81,600,000","$81,600,000"
1997/08/13,The Full Monty,"$3,500,000","$45,950,122","$261,249,383"
2018/04/12,Truth or Dare,"$3,500,000","$41,411,015","$95,292,744"
1993/05/26,Menace II Society,"$3,500,000","$27,731,527","$27,731,527"
1995/04/26,Friday,"$3,500,000","$27,467,564","$27,936,778"
2016/02/19,The Witch,"$3,500,000","$25,138,705","$40,438,974"
2018/02/02,Winchester,"$3,500,000","$25,091,816","$45,960,255"
2017/10/27,Call Me by Your Name,"$3,500,000","$18,065,180","$41,708,576"
2002/12/06,Empire,"$3,500,000","$17,504,595","$18,495,444"
2013/02/21,Dark Skies,"$3,500,000","$17,418,667","$27,704,111"
2018/01/19,Forever My Girl,"$3,500,000","$16,376,066","$16,376,066"
1987/05/01,Creepshow 2,"$3,500,000","$14,000,000","$14,000,000"
1967/12/14,In Cold Blood,"$3,500,000","$13,000,000","$13,007,551"
1959/07/18,The Nun's Story,"$3,500,000","$12,800,000","$12,800,000"
1972/06/21,Frenzy,"$3,500,000","$12,600,000","$12,600,000"
1966/02/23,Harper,"$3,500,000","$12,000,000","$12,000,000"
